from_object,from_layer,to_object,to_layer,package,via
S.SHELF LIFE DAYS,unknown,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_StockItem,proc:INTEGRATION.USP_MIGRATESTAGEDSTOCKITEMDATA
S.SIGNED BY EMPLOYEE NUMBER,unknown,DIMENSION.VENDOR CONTRACT,dw-dimension,DIM_Load_VendorContract,proc:INTEGRATION.USP_MIGRATESTAGEDVENDORCONTRACTDATA
S.SIGNED BY EMPLOYEE NUMBER,unknown,ETL.REJECTEDRECORD,control-table,DIM_Load_VendorContract,proc:INTEGRATION.USP_MIGRATESTAGEDVENDORCONTRACTDATA
S.SIGNED BY EMPLOYEE NUMBER,unknown,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_VendorContract,proc:INTEGRATION.USP_MIGRATESTAGEDVENDORCONTRACTDATA
S.SIGNED ON,unknown,DIMENSION.VENDOR CONTRACT,dw-dimension,DIM_Load_VendorContract,proc:INTEGRATION.USP_MIGRATESTAGEDVENDORCONTRACTDATA
S.SIGNED ON,unknown,ETL.REJECTEDRECORD,control-table,DIM_Load_VendorContract,proc:INTEGRATION.USP_MIGRATESTAGEDVENDORCONTRACTDATA
S.SIGNED ON,unknown,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_VendorContract,proc:INTEGRATION.USP_MIGRATESTAGEDVENDORCONTRACTDATA
S.SOURCE PRODUCT REFERENCE,unknown,DIMENSION.STOCK ITEM,dw-dimension,DIM_Load_StockItem,proc:INTEGRATION.USP_MIGRATESTAGEDSTOCKITEMDATA
S.SOURCE PRODUCT REFERENCE,unknown,ETL.REJECTEDRECORD,control-table,DIM_Load_StockItem,proc:INTEGRATION.USP_MIGRATESTAGEDSTOCKITEMDATA
S.SOURCE PRODUCT REFERENCE,unknown,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_StockItem,proc:INTEGRATION.USP_MIGRATESTAGEDSTOCKITEMDATA
S.SOURCE SUPPLIER REFERENCE,unknown,DIMENSION.VENDOR CONTRACT,dw-dimension,DIM_Load_VendorContract,proc:INTEGRATION.USP_MIGRATESTAGEDVENDORCONTRACTDATA
S.SOURCE SUPPLIER REFERENCE,unknown,ETL.REJECTEDRECORD,control-table,DIM_Load_VendorContract,proc:INTEGRATION.USP_MIGRATESTAGEDVENDORCONTRACTDATA
S.SOURCE SUPPLIER REFERENCE,unknown,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_VendorContract,proc:INTEGRATION.USP_MIGRATESTAGEDVENDORCONTRACTDATA
S.STANDARD COST BAND,unknown,DIMENSION.STOCK ITEM,dw-dimension,DIM_Load_StockItem,proc:INTEGRATION.USP_MIGRATESTAGEDSTOCKITEMDATA
S.STANDARD COST BAND,unknown,ETL.REJECTEDRECORD,control-table,DIM_Load_StockItem,proc:INTEGRATION.USP_MIGRATESTAGEDSTOCKITEMDATA
S.STANDARD COST BAND,unknown,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_StockItem,proc:INTEGRATION.USP_MIGRATESTAGEDSTOCKITEMDATA
S.START DATE,unknown,DIMENSION.PROMOTION,dw-dimension,DIM_Load_Promotion,proc:INTEGRATION.USP_MIGRATESTAGEDPROMOTIONDATA
S.START DATE,unknown,ETL.REJECTEDRECORD,control-table,DIM_Load_Promotion,proc:INTEGRATION.USP_MIGRATESTAGEDPROMOTIONDATA
S.START DATE,unknown,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_Promotion,proc:INTEGRATION.USP_MIGRATESTAGEDPROMOTIONDATA
S.START DATE,unknown,INTEGRATION.INFERREDMEMBERQUEUE,sqlserver-dw,DIM_Load_Promotion,proc:INTEGRATION.USP_MIGRATESTAGEDPROMOTIONDATA
S.STOCK ITEM,unknown,DIMENSION.STOCK ITEM,dw-dimension,DIM_Load_StockItem,proc:INTEGRATION.USP_MIGRATESTAGEDSTOCKITEMDATA
S.STOCK ITEM,unknown,ETL.REJECTEDRECORD,control-table,DIM_Load_StockItem,proc:INTEGRATION.USP_MIGRATESTAGEDSTOCKITEMDATA
S.STOCK ITEM,unknown,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_StockItem,proc:INTEGRATION.USP_MIGRATESTAGEDSTOCKITEMDATA
S.TARGET CONTACT FREQUENCY,unknown,DIMENSION.CUSTOMER,dw-dimension,DIM_Load_CustomerSegment,proc:INTEGRATION.USP_MIGRATESTAGEDCUSTOMERSEGMENTDATA
S.TARGET CONTACT FREQUENCY,unknown,DIMENSION.CUSTOMER SEGMENT,dw-dimension,DIM_Load_CustomerSegment,proc:INTEGRATION.USP_MIGRATESTAGEDCUSTOMERSEGMENTDATA
S.TARGET CONTACT FREQUENCY,unknown,ETL.REJECTEDRECORD,control-table,DIM_Load_CustomerSegment,proc:INTEGRATION.USP_MIGRATESTAGEDCUSTOMERSEGMENTDATA
S.TARGET CONTACT FREQUENCY,unknown,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_CustomerSegment,proc:INTEGRATION.USP_MIGRATESTAGEDCUSTOMERSEGMENTDATA
S.TIME ZONE NAME,unknown,DIMENSION.CITY,dw-dimension,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
S.TIME ZONE NAME,unknown,ETL.REJECTEDRECORD,control-table,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
S.TIME ZONE NAME,unknown,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
S.TOUOMCODE,unknown,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,REF_Load_TransactionType,proc:REF.USP_LOADUOMCONVERSION
S.TOUOMCODE,unknown,REF.UOMCONVERSION,reference,REF_Load_TransactionType,proc:REF.USP_LOADUOMCONVERSION
S.UTC OFFSET MINUTES,unknown,DIMENSION.CITY,dw-dimension,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
S.UTC OFFSET MINUTES,unknown,ETL.REJECTEDRECORD,control-table,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
S.UTC OFFSET MINUTES,unknown,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
S.UTMCAMPAIGN,unknown,FACT.WEB SESSION,dw-fact,FACT_Load_WebSession,proc:INTEGRATION.USP_LOADFACTWEBSESSION
S.UTMMEDIUM,unknown,FACT.WEB SESSION,dw-fact,FACT_Load_WebSession,proc:INTEGRATION.USP_LOADFACTWEBSESSION
S.UTMSOURCE,unknown,FACT.WEB SESSION,dw-fact,FACT_Load_WebSession,proc:INTEGRATION.USP_LOADFACTWEBSESSION
S.VENDOR FUNDING PERCENTAGE,unknown,DIMENSION.PROMOTION,dw-dimension,DIM_Load_Promotion,proc:INTEGRATION.USP_MIGRATESTAGEDPROMOTIONDATA
S.VENDOR FUNDING PERCENTAGE,unknown,ETL.REJECTEDRECORD,control-table,DIM_Load_Promotion,proc:INTEGRATION.USP_MIGRATESTAGEDPROMOTIONDATA
S.VENDOR FUNDING PERCENTAGE,unknown,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_Promotion,proc:INTEGRATION.USP_MIGRATESTAGEDPROMOTIONDATA
S.VENDOR FUNDING PERCENTAGE,unknown,INTEGRATION.INFERREDMEMBERQUEUE,sqlserver-dw,DIM_Load_Promotion,proc:INTEGRATION.USP_MIGRATESTAGEDPROMOTIONDATA
S.VISITORID,unknown,FACT.WEB SESSION,dw-fact,FACT_Load_WebSession,proc:INTEGRATION.USP_LOADFACTWEBSESSION
S.ZIP CODE,unknown,DIMENSION.CITY,dw-dimension,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
S.ZIP CODE,unknown,ETL.REJECTEDRECORD,control-table,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
S.ZIP CODE,unknown,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
S.ZIP PLUS FOUR,unknown,DIMENSION.CITY,dw-dimension,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
S.ZIP PLUS FOUR,unknown,ETL.REJECTEDRECORD,control-table,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
S.ZIP PLUS FOUR,unknown,INTEGRATION.DIMENSIONLOADAUDIT,sqlserver-dw,DIM_Load_City,proc:INTEGRATION.USP_MIGRATESTAGEDCITYDATA
SALES.COMMISSIONPLANS,oltp-table,RAW.SQLORDER,staging-raw,EXT_SQL_SalesTerritories,direct
SALES.CUSTOMERSEGMENTS,oltp-table,ERR.REJECTEDCUSTOMER,staging-err,EXT_SQL_CustomerSegments,direct
SALES.CUSTOMERSEGMENTS,oltp-table,RAW.SQLORDER,staging-raw,EXT_SQL_CustomerSegments,direct
SALES.CUSTOMERTRANSACTIONS,sqlserver-oltp,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_CustomerTransactions,direct
SALES.CUSTOMERTRANSACTIONS,sqlserver-oltp,RAW.SQLINVOICE,staging-raw,EXT_SQL_CustomerTransactions,direct
SALES.INVOICELINES,sqlserver-oltp,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_InvoiceLines,direct
SALES.INVOICELINES,sqlserver-oltp,RAW.SQLINVOICELINE,staging-raw,EXT_SQL_InvoiceLines,direct
SALES.INVOICES,sqlserver-oltp,RAW.SQLINVOICE,staging-raw,EXT_SQL_Invoices,direct
SALES.ORDERDISCOUNTS,oltp-table,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_OrderLines,direct
SALES.ORDERDISCOUNTS,oltp-table,RAW.SQLORDERLINE,staging-raw,EXT_SQL_OrderLines,direct
SALES.ORDERLINES,sqlserver-oltp,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_OrderLines,direct
SALES.ORDERLINES,sqlserver-oltp,RAW.SQLORDERLINE,staging-raw,EXT_SQL_OrderLines,direct
SALES.ORDERS,sqlserver-oltp,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_Orders,direct
SALES.ORDERS,sqlserver-oltp,RAW.SQLORDER,staging-raw,EXT_SQL_Orders,direct
SALES.PROMOTIONLINES,oltp-table,RAW.SQLORDER,staging-raw,EXT_SQL_Promotions,direct
SALES.PROMOTIONREDEMPTIONS,oltp-table,RAW.SQLORDER,staging-raw,EXT_SQL_Promotions,direct
SALES.PROMOTIONS,oltp-table,RAW.SQLORDER,staging-raw,EXT_SQL_Promotions,direct
SALES.SALESCHANNELS,oltp-table,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_Orders,direct
SALES.SALESCHANNELS,oltp-table,RAW.SQLORDER,staging-raw,EXT_SQL_Orders,direct
SALES.SALESQUOTAS,oltp-table,RAW.SQLORDER,staging-raw,EXT_SQL_SalesTerritories,direct
SALES.SALESTERRITORIES,oltp-table,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_Orders,direct
SALES.SALESTERRITORIES,oltp-table,RAW.SQLORDER,staging-raw,EXT_SQL_Orders,direct
SALES.SALESTERRITORIES,oltp-table,RAW.SQLORDER,staging-raw,EXT_SQL_SalesTerritories,direct
SALES.VW_CUSTOMERSEGMENTCURRENT,oltp-view,ERR.REJECTEDCUSTOMER,staging-err,EXT_SQL_CustomerSegments,direct
SALES.VW_CUSTOMERSEGMENTCURRENT,oltp-view,RAW.SQLORDER,staging-raw,EXT_SQL_CustomerSegments,direct
SALES.VW_INVOICEEXTRACT,oltp-view,RAW.SQLINVOICE,staging-raw,EXT_SQL_Invoices,direct
SALES.VW_ORDERLINEEXTRACT,oltp-view,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_OrderLines,direct
SALES.VW_ORDERLINEEXTRACT,oltp-view,RAW.SQLORDERLINE,staging-raw,EXT_SQL_OrderLines,direct
SE.SCANOCCURREDWHEN,unknown,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_ShipmentLines,direct
SE.SCANOCCURREDWHEN,unknown,RAW.SQLSHIPMENTLINE,staging-raw,EXT_SQL_ShipmentLines,direct
SHIPPING.CARRIERS,oltp-table,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_Shipments,direct
SHIPPING.CARRIERS,oltp-table,RAW.SQLSHIPMENT,staging-raw,EXT_SQL_Shipments,direct
SHIPPING.CUSTOMSDECLARATIONS,oltp-table,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_Shipments,direct
SHIPPING.CUSTOMSDECLARATIONS,oltp-table,RAW.SQLSHIPMENT,staging-raw,EXT_SQL_Shipments,direct
SHIPPING.DELIVERYROUTES,oltp-table,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_Shipments,direct
SHIPPING.DELIVERYROUTES,oltp-table,RAW.SQLSHIPMENT,staging-raw,EXT_SQL_Shipments,direct
SHIPPING.FREIGHTRATES,oltp-table,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_Shipments,direct
SHIPPING.FREIGHTRATES,oltp-table,RAW.SQLSHIPMENT,staging-raw,EXT_SQL_Shipments,direct
SHIPPING.PACKAGINGTYPES,oltp-table,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_ShipmentLines,direct
SHIPPING.PACKAGINGTYPES,oltp-table,RAW.SQLSHIPMENTLINE,staging-raw,EXT_SQL_ShipmentLines,direct
SHIPPING.SHIPMENTEVENTS,oltp-table,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_ShipmentLines,direct
SHIPPING.SHIPMENTEVENTS,oltp-table,RAW.SQLSHIPMENTLINE,staging-raw,EXT_SQL_ShipmentLines,direct
SHIPPING.SHIPMENTHEADERS,oltp-table,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_Shipments,direct
SHIPPING.SHIPMENTHEADERS,oltp-table,RAW.SQLSHIPMENT,staging-raw,EXT_SQL_Shipments,direct
SHIPPING.SHIPMENTLINES,oltp-table,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_ShipmentLines,direct
SHIPPING.SHIPMENTLINES,oltp-table,RAW.SQLSHIPMENTLINE,staging-raw,EXT_SQL_ShipmentLines,direct
SHIPPING.VW_SHIPMENTEXTRACT,oltp-view,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,EXT_SQL_Shipments,direct
SHIPPING.VW_SHIPMENTEXTRACT,oltp-view,RAW.SQLSHIPMENT,staging-raw,EXT_SQL_Shipments,direct
SL.INVOICEDATE,unknown,AGGREGATE.REGIONAL SALES PERFORMANCE,dw-aggregate,SLS_Load_QuotaAttainment,direct
SL.INVOICEDATE,unknown,WORK.QUOTAATTAINMENT,sqlserver-staging,SLS_Load_QuotaAttainment,direct
SQ.QUOTAAMOUNT,unknown,RAW.SQLORDER,staging-raw,EXT_SQL_SalesTerritories,direct
SQ.QUOTACURRENCYCODE,unknown,RAW.SQLORDER,staging-raw,EXT_SQL_SalesTerritories,direct
SRC.ADDRESSLINEORDERCODE,unknown,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.ADDRESSLINEORDERCODE,unknown,REF.COUNTRY,reference,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.ADDRESSRULESETCODE,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.ADDRESSRULESETCODE,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.ADDRESSRULESETCODE,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.ADDRESSRULESETCODE,unknown,REF.REGION,reference,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.ADDRESSRULESETCODE,unknown,REF.REGION,reference,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.ADDRESSRULESETCODE,unknown,REF.REGION,reference,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.BACKORDERREASONCODE,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
SRC.BASEUOMCODE,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_TransactionType,proc:REF.USP_LOADUNITOFMEASURE
SRC.BASEUOMCODE,unknown,REF.UNITOFMEASURE,reference,REF_Load_TransactionType,proc:REF.USP_LOADUNITOFMEASURE
SRC.CONSENTMODELCODE,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.CONSENTMODELCODE,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.CONSENTMODELCODE,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.CONSENTMODELCODE,unknown,REF.REGION,reference,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.CONSENTMODELCODE,unknown,REF.REGION,reference,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.CONSENTMODELCODE,unknown,REF.REGION,reference,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.COUNTRYCODEISO3,unknown,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.COUNTRYCODEISO3,unknown,REF.COUNTRY,reference,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.COUNTRYNAME,unknown,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.COUNTRYNAME,unknown,REF.COUNTRY,reference,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.CURRENCYCODE,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
SRC.CUSTOMERKEY,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
SRC.CUSTOMERSEGMENTKEY,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
SRC.DATEFORMATHINT,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.DATEFORMATHINT,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.DATEFORMATHINT,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.DATEFORMATHINT,unknown,REF.REGION,reference,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.DATEFORMATHINT,unknown,REF.REGION,reference,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.DATEFORMATHINT,unknown,REF.REGION,reference,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.DECIMALPRECISION,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_TransactionType,proc:REF.USP_LOADUNITOFMEASURE
SRC.DECIMALPRECISION,unknown,REF.UNITOFMEASURE,reference,REF_Load_TransactionType,proc:REF.USP_LOADUNITOFMEASURE
SRC.DECIMALSEPARATOR,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.DECIMALSEPARATOR,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.DECIMALSEPARATOR,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.DECIMALSEPARATOR,unknown,REF.REGION,reference,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.DECIMALSEPARATOR,unknown,REF.REGION,reference,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.DECIMALSEPARATOR,unknown,REF.REGION,reference,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.DEFAULTCURRENCYCODE,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.DEFAULTCURRENCYCODE,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.DEFAULTCURRENCYCODE,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.DEFAULTCURRENCYCODE,unknown,REF.REGION,reference,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.DEFAULTCURRENCYCODE,unknown,REF.REGION,reference,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.DEFAULTCURRENCYCODE,unknown,REF.REGION,reference,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.DEFAULTRETENTIONMONTHS,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.DEFAULTRETENTIONMONTHS,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.DEFAULTRETENTIONMONTHS,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.DEFAULTRETENTIONMONTHS,unknown,REF.REGION,reference,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.DEFAULTRETENTIONMONTHS,unknown,REF.REGION,reference,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.DEFAULTRETENTIONMONTHS,unknown,REF.REGION,reference,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.EUACCESSIONDATE,unknown,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.EUACCESSIONDATE,unknown,REF.COUNTRY,reference,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.EUEXITDATE,unknown,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.EUEXITDATE,unknown,REF.COUNTRY,reference,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.FISCALCALENDARCODE,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.FISCALCALENDARCODE,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.FISCALCALENDARCODE,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.FISCALCALENDARCODE,unknown,REF.REGION,reference,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.FISCALCALENDARCODE,unknown,REF.REGION,reference,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.FISCALCALENDARCODE,unknown,REF.REGION,reference,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.FISCALYEARSTARTMONTH,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.FISCALYEARSTARTMONTH,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.FISCALYEARSTARTMONTH,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.FISCALYEARSTARTMONTH,unknown,REF.REGION,reference,REF_Load_DateDimension,proc:REF.USP_LOADREGION
SRC.FISCALYEARSTARTMONTH,unknown,REF.REGION,reference,REF_Load_Geography,proc:REF.USP_LOADREGION
SRC.FISCALYEARSTARTMONTH,unknown,REF.REGION,reference,REF_Load_WarehouseSite,proc:REF.USP_LOADREGION
SRC.GROSSORDERVALUE,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
SRC.ISBASEUOM,unknown,ERR.REJECTEDLOOKUPFAILURE,staging-err,REF_Load_TransactionType,proc:REF.USP_LOADUNITOFMEASURE
SRC.ISBASEUOM,unknown,REF.UNITOFMEASURE,reference,REF_Load_TransactionType,proc:REF.USP_LOADUNITOFMEASURE
SRC.ISEUMEMBERSTATE,unknown,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.ISEUMEMBERSTATE,unknown,REF.COUNTRY,reference,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.LINEDISCOUNTAMOUNT,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
SRC.LOCALCURRENCYCODE,unknown,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.LOCALCURRENCYCODE,unknown,REF.COUNTRY,reference,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.NATURALKEYHASH,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
SRC.NETORDERVALUE,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
SRC.OPENORDERVALUE,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
SRC.ORDERLINENUMBER,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
SRC.ORDERLINESTATUSCODE,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
SRC.ORDERNUMBER,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
SRC.POSTALCODEREQUIREDFLAG,unknown,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.POSTALCODEREQUIREDFLAG,unknown,REF.COUNTRY,reference,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.POSTALFORMATMASK,unknown,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.POSTALFORMATMASK,unknown,REF.COUNTRY,reference,REF_Load_Geography,proc:REF.USP_LOADCOUNTRY
SRC.PROMISEDDELIVERYDATE,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
SRC.PROMOTIONKEY,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
SRC.QUANTITYALLOCATED,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
SRC.QUANTITYDESPATCHED,unknown,FACT.ORDER,dw-fact,FACT_Load_Order,proc:INTEGRATION.USP_LOADFACTORDER
